week,time range,weather,temp,is_holiday,flow of cars
2,2,2,30,0,428
2,2,2,30,0,503
2,2,2,30,0,472
2,2,2,30,0,407
2,2,2,30,0,472
2,2,2,30,0,497
2,2,2,30,0,501
2,2,2,30,0,484
2,2,2,30,0,503
2,2,2,30,0,513
2,2,2,30,0,654
2,2,2,30,0,621
2,2,2,30,0,614
2,2,2,30,0,525
2,2,2,30,0,718
2,2,2,30,0,640
2,2,2,30,0,550
2,2,2,30,0,626
2,2,4,9,0,702
2,2,4,9,0,697
2,2,4,9,0,590
2,2,4,9,0,581
2,2,4,9,0,593
2,2,4,9,0,522
2,2,4,9,0,502
2,2,4,9,0,553
2,2,4,9,0,469
2,2,4,9,0,481
2,2,4,9,0,437
2,2,4,9,0,462
2,2,4,9,0,324
2,2,4,9,0,338
2,2,4,9,0,431
2,2,4,9,0,405
2,2,4,9,0,377
2,2,4,9,0,286
2,2,4,9,0,254
2,2,4,9,0,295
2,2,4,9,0,256
2,2,4,9,0,201
2,2,4,9,0,263
2,2,4,9,0,234
3,1,4,9,0,180
3,1,4,9,0,206
3,1,4,9,0,177
3,1,4,9,0,163
3,1,4,9,0,177
3,1,4,9,0,139
3,1,4,9,0,89
3,1,4,9,0,108
3,1,4,9,0,110
3,1,4,9,0,132
3,1,4,9,0,162
3,1,4,9,0,134
3,1,4,9,0,128
3,1,4,9,0,96
3,1,4,9,0,116
3,1,4,9,0,94
3,1,4,9,0,99
3,1,4,9,0,96
3,1,4,9,0,121
3,1,4,9,0,99
3,1,4,9,0,140
3,1,4,9,0,84
3,1,4,9,0,84
3,1,4,9,0,96
3,2,2,18,0,100
3,2,2,18,0,201
3,2,2,18,0,337
3,2,2,18,0,572
3,2,2,18,0,641
3,2,2,18,0,760
3,2,2,18,0,809
3,2,2,18,0,691
3,2,2,18,0,796
3,2,2,18,0,717
3,2,2,18,0,465
3,2,2,18,0,495
3,2,2,18,0,552
3,2,2,18,0,485
3,2,2,18,0,472
3,2,2,18,0,382
